run_id,lambda2,sigma_sq,meta_dict_size,primary_sae_type,meta_sae_type,joint_l2,joint_l0,joint_loss,joint_decomp,solo_l2,solo_l0,solo_loss,seq_meta_l2,seq_meta_l0,seq_meta_loss,joint_meta_l2_approx,l2_degradation,l2_degradation_pct,is_pareto_joint,norm_joint_l2,norm_seq_meta_l2,composite_score,composite_recon,composite_decomp
l2_0.001_s2_0.01_md_512_pt_bat_mt_bat_7e534e,0.001,0.01,512,batchtopk,batchtopk,0.0807,32.0,0.0832,0.0,0.0809,32.0,0.0834,0.7024,4.0,0.7024,0.23025850929940458,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.9999858178187043,1.9842122929566215,0.9889542779421532,0.9952580150144681
l2_0.001_s2_0.1_md_512_pt_bat_mt_bat_b2946b,0.001,0.1,512,batchtopk,batchtopk,0.0806,32.0,0.0831,0.0019,0.0809,32.0,0.0834,0.7024,4.0,0.7024,0.6265901392809743,-0.0002999999999999947,-0.37082818294189707,False,0.010589497744937325,0.9999858178187043,1.989396320073767,0.9925830969241551,0.9968132231496117
l2_0.001_s2_0.1_md_512_pt_bat_mt_jum_9f60ce,0.001,0.1,512,batchtopk,jumprelu,0.0805,32.0,0.0833,0.3357,0.0809,32.0,0.0834,0.1204,450.8,0.1204,0.1091537374996148,-0.0003999999999999976,-0.49443757725586845,False,0.0054054706277909354,0.0,0.994594529372209,0.6962161705605463,0.2983783588116627
l2_0.01_s2_0.01_md_512_pt_bat_mt_bat_6a4df9,0.01,0.01,512,batchtopk,batchtopk,0.0808,32.0,0.0833,0.0,0.0809,32.0,0.0834,0.7024,4.0,0.7024,0.23025850929940458,-0.00010000000000000286,-0.1236093943139714,False,0.020957551979229386,0.9999858178187043,1.9790282658394749,0.9853254589601506,0.9937028068793241
l2_0.0_s2_0.1_md_1024_pt_bat_mt_bat_a2861e,0.0,0.1,1024,batchtopk,batchtopk,0.0807,32.0,0.0832,0.0041,0.0809,32.0,0.0834,0.6192,4.0,0.6192,0.5496768305271875,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.85703251877658,1.8412589939144972,0.9460682882295159,0.8951907056849812
l2_0.1_s2_0.01_md_2048_pt_bat_mt_bat_d24e7d,0.1,0.01,2048,batchtopk,batchtopk,0.08056249469518661,32.0,0.08308224380016327,2.4351433239644393e-05,0.08086986839771271,32.0,0.08339682221412659,0.5122674107551575,4.0,0.5122674107551575,0.10622919850223525,-0.00030737370252609253,-0.38008433625049176,False,0.008645212573042835,0.6733021532998182,1.6646569407267755,0.8959389971888154,0.7687179435379599
l2_0.0_s2_0.01_md_2048_pt_bat_mt_bat_e4fd54,0.0,0.01,2048,batchtopk,batchtopk,0.0807,32.0,0.0832,0.001,0.0809,32.0,0.0834,0.5123,4.0,0.5123,0.06907755278982138,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.6733581477717356,1.6575846229096527,0.8909659769280627,0.76661864598159
l2_0.01_s2_0.1_md_1024_pt_bat_mt_jum_674da3,0.01,0.1,1024,batchtopk,jumprelu,0.08503656089305878,32.0,0.08961503952741623,0.19237284362316132,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.16483198961222462,0.004166692495346069,5.152342371641498,False,0.24058201750980954,0.5139824775162576,1.2734004600064481,0.6857873309980105,0.5876131290084374
l2_0.1_s2_0.1_md_512_pt_bat_mt_bat_ef0950,0.1,0.1,512,batchtopk,batchtopk,0.08060919493436813,32.0,0.08327475190162659,0.0014677186263725162,0.08086986839771271,32.0,0.08339682221412659,0.7024082541465759,4.0,0.7024082541465759,0.6524046038569493,-0.000260673463344574,-0.32233694515564065,True,0.01106616563598491,1.0,1.988933834364015,0.9922536840548104,0.9966801503092044
l2_0.1_s2_1.0_md_512_pt_bat_mt_jum_75c8d1,0.1,1.0,512,batchtopk,jumprelu,0.09968575090169907,32.0,0.15450266003608704,0.5205804705619812,0.08086986839771271,32.0,0.08339682221412659,0.12042949348688126,450.78118896484375,0.12042949348688126,0.6528108004522811,0.01881588250398636,23.266864255857428,False,1.0,5.0675375600145995e-05,5.0675375600145995e-05,1.5202612680043799e-05,3.54727629201022e-05
l2_0.01_s2_1.0_md_512_pt_bat_mt_jum_cf3c7a,0.01,1.0,512,batchtopk,jumprelu,0.08226542174816132,32.0,0.09294034540653229,0.8108314275741577,0.08086986839771271,32.0,0.08339682221412659,0.12042949348688126,450.78118896484375,0.12042949348688126,0.20969510396387725,0.0013955533504486084,1.7256777809818715,False,0.09692541278447067,5.0675375600145995e-05,0.9031252625911295,0.6321674136635506,0.2709578489275789
l2_0.001_s2_0.1_md_1024_pt_bat_mt_jum_0bbd4c,0.001,0.1,1024,batchtopk,jumprelu,0.0805,32.0,0.084,0.9035,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.010147916894985391,-0.0003999999999999976,-0.49443757725586845,False,0.0054054706277909354,0.5139102373016742,1.5085047666738833,0.8503892417510486,0.6581155249228345
l2_0.0_s2_0.1_md_512_pt_bat_mt_bat_395bb9,0.0,0.1,512,batchtopk,batchtopk,0.0807,32.0,0.0832,0.002,0.0809,32.0,0.0834,0.7024,4.0,0.7024,0.6214608098422192,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.9999858178187043,1.9842122929566215,0.9889542779421532,0.9952580150144681
l2_0.0_s2_0.01_md_1024_pt_bat_mt_jum_22bd61,0.0,0.01,1024,batchtopk,jumprelu,0.0807,32.0,0.0832,0.2135,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.01544118446313458,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.5139102373016742,1.4981367124395912,0.8431316037870442,0.655005108652547
l2_0.001_s2_1.0_md_1024_pt_bat_mt_bat_92cd9e,0.001,1.0,1024,batchtopk,batchtopk,0.0807,32.0,0.0838,0.5382,0.0809,32.0,0.0834,0.6192,4.0,0.6192,0.6195250406893316,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.85703251877658,1.8412589939144972,0.9460682882295159,0.8951907056849812
l2_0.1_s2_0.1_md_1024_pt_bat_mt_bat_e0f307,0.1,0.1,1024,batchtopk,batchtopk,0.08060887455940247,32.0,0.08340444415807724,0.0027680406346917152,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.5889615561171275,-0.0002609938383102417,-0.32273310626238577,False,0.011049557310888148,0.8571173008595124,1.8460677435486241,0.9494005001402319,0.8966672434083922
l2_0.001_s2_0.01_md_2048_pt_bat_mt_bat_a77fac,0.001,0.01,2048,batchtopk,batchtopk,0.0808,32.0,0.0833,0.0015,0.0809,32.0,0.0834,0.5123,4.0,0.5123,0.06502290170873973,-0.00010000000000000286,-0.1236093943139714,False,0.020957551979229386,0.6733581477717356,1.652400595792506,0.88733715794606,0.765063437846446
l2_0.01_s2_0.1_md_512_pt_bat_mt_bat_3e1a1b,0.01,0.1,512,batchtopk,batchtopk,0.08058799803256989,32.0,0.08312436193227768,0.0018213939620181918,0.08086986839771271,32.0,0.08339682221412659,0.7024082541465759,4.0,0.7024082541465759,0.6308153157858456,-0.00028187036514282227,-0.34854806954377904,True,0.00996731249876886,1.0,1.9900326875012313,0.9930228812508617,0.9970098062503693
l2_0.001_s2_0.01_md_2048_pt_bat_mt_jum_d9abfa,0.001,0.01,2048,batchtopk,jumprelu,0.0805,32.0,0.0831,0.0,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.23025850929940458,-0.0003999999999999976,-0.49443757725586845,False,0.0054054706277909354,0.4764537238507331,1.471048253222942,0.8391522877157662,0.6318959655071759
l2_0.0_s2_0.01_md_512_pt_bat_mt_jum_79761c,0.0,0.01,512,batchtopk,jumprelu,0.0807,32.0,0.0832,0.0046,0.0809,32.0,0.0834,0.1204,450.8,0.1204,0.05381698975487088,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.0,0.9842264751379171,0.6889585325965419,0.2952679425413751
l2_0.0_s2_1.0_md_1024_pt_bat_mt_jum_92778a,0.0,1.0,1024,batchtopk,jumprelu,0.0807,32.0,0.0832,0.9825,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.01765493523872071,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.5139102373016742,1.4981367124395912,0.8431316037870442,0.655005108652547
l2_0.01_s2_1.0_md_2048_pt_bat_mt_jum_e6b851,0.01,1.0,2048,batchtopk,jumprelu,0.08262185752391815,32.0,0.09513203054666519,0.9928378462791443,0.08086986839771271,32.0,0.08339682221412659,0.39769870042800903,19.306316375732422,0.39769870042800903,0.007187925069783138,0.0017519891262054443,2.1664300448583353,False,0.11540314005491561,0.47645149094083583,1.3610483508859201,0.7621532492438098,0.5988951016421104
l2_0.01_s2_0.1_md_2048_pt_bat_mt_bat_9f7bcb,0.01,0.1,2048,batchtopk,batchtopk,0.08047648519277573,32.0,0.0831693559885025,0.017832286655902863,0.08086986839771271,32.0,0.08339682221412659,0.5122674107551575,4.0,0.5122674107551575,0.4026744607663103,-0.0003933832049369812,-0.4864397738380733,True,0.004186456644739815,0.6733021532998182,1.6691156966550784,0.8990601263386275,0.7700555703164508
l2_0.001_s2_1.0_md_1024_pt_bat_mt_jum_d62db6,0.001,1.0,1024,batchtopk,jumprelu,0.0806,32.0,0.0841,0.9902,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.009848336054814406,-0.0002999999999999947,-0.37082818294189707,False,0.010589497744937325,0.5139102373016742,1.5033207395567367,0.8467604227690461,0.6565603167876907
l2_0.1_s2_1.0_md_512_pt_bat_mt_bat_bc7f39,0.1,1.0,512,batchtopk,batchtopk,0.08358451724052429,32.0,0.12886199355125427,0.4266599118709564,0.08086986839771271,32.0,0.08339682221412659,0.7024082541465759,4.0,0.7024082541465759,0.8517680424143501,0.0027146488428115845,3.3568112531865633,True,0.16530768080962108,1.0,1.834692319190379,0.8842846234332651,0.9504076957571136
l2_0.01_s2_1.0_md_1024_pt_bat_mt_bat_2cd1ef,0.01,1.0,1024,batchtopk,batchtopk,0.08080221712589264,32.0,0.08849523961544037,0.5168215036392212,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.6600577181703647,-6.765127182006836e-05,-0.08365448486618507,False,0.021072488386725235,0.8571173008595124,1.836044812472787,0.942384448387146,0.8936603640856411
l2_0.1_s2_0.01_md_1024_pt_bat_mt_jum_030b00,0.1,0.01,1024,batchtopk,jumprelu,0.09733303636312485,32.0,0.10343600064516068,0.030617039650678635,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.03486198573678604,0.01646316796541214,20.357604496704955,False,0.8780346403312704,0.5139824775162576,0.6359478371849872,0.23957049502298797,0.39637734216199916
l2_0.0_s2_0.1_md_1024_pt_bat_mt_jum_222043,0.0,0.1,1024,batchtopk,jumprelu,0.0807,32.0,0.0832,0.8402,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.017411532024685542,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.5139102373016742,1.4981367124395912,0.8431316037870442,0.655005108652547
l2_0.1_s2_0.01_md_512_pt_bat_mt_jum_2970f3,0.1,0.01,512,batchtopk,jumprelu,0.08082344383001328,32.0,0.08339199423789978,0.000430782965850085,0.08086986839771271,32.0,0.08339682221412659,0.12042949348688126,450.78118896484375,0.12042949348688126,0.0774990615420176,-4.642456769943237e-05,-0.05740650828207039,False,0.022172886484415403,5.0675375600145995e-05,0.9778777888911847,0.6844941820735893,0.29338360681759545
l2_0.001_s2_0.1_md_2048_pt_bat_mt_jum_0f99e6,0.001,0.1,2048,batchtopk,jumprelu,0.0804,32.0,0.083,0.058,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.28473122684357177,-0.0005000000000000004,-0.6180469715698399,True,0.0002214435106445454,0.4764537238507331,1.4762322803400885,0.8427811066977687,0.6334511736423198
l2_0.0_s2_1.0_md_2048_pt_bat_mt_jum_22004d,0.0,1.0,2048,batchtopk,jumprelu,0.0807,32.0,0.0832,0.7421,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.2982712740060492,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.4764537238507331,1.4606801989886502,0.8318946497517619,0.6287855492368883
l2_0.001_s2_1.0_md_512_pt_bat_mt_jum_bdaf03,0.001,1.0,512,batchtopk,jumprelu,0.0805,32.0,0.0839,0.8871,0.0809,32.0,0.0834,0.1204,450.8,0.1204,0.11979756345559583,-0.0003999999999999976,-0.49443757725586845,False,0.0054054706277909354,0.0,0.994594529372209,0.6962161705605463,0.2983783588116627
l2_0.0_s2_0.1_md_2048_pt_bat_mt_bat_f70e27,0.0,0.1,2048,batchtopk,batchtopk,0.0807,32.0,0.0832,0.0119,0.0809,32.0,0.0834,0.5123,4.0,0.5123,0.44312168788646533,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.6733581477717356,1.6575846229096527,0.8909659769280627,0.76661864598159
l2_0.001_s2_1.0_md_512_pt_bat_mt_bat_ce9c8b,0.001,1.0,512,batchtopk,batchtopk,0.0807,32.0,0.0837,0.4972,0.0809,32.0,0.0834,0.7024,4.0,0.7024,0.6987629193455811,-0.00020000000000000573,-0.2472187886279428,True,0.015773524862082996,0.9999858178187043,1.9842122929566215,0.9889542779421532,0.9952580150144681
l2_0.001_s2_0.1_md_1024_pt_bat_mt_bat_e30d21,0.001,0.1,1024,batchtopk,batchtopk,0.0805,32.0,0.083,0.0041,0.0809,32.0,0.0834,0.6192,4.0,0.6192,0.5496768305271875,-0.0003999999999999976,-0.49443757725586845,True,0.0054054706277909354,0.85703251877658,1.851627048148789,0.9533259261935203,0.8983011219552688
l2_0.0_s2_0.01_md_2048_pt_bat_mt_jum_8e04f1,0.0,0.01,2048,batchtopk,jumprelu,0.0807,32.0,0.0832,0.0,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.23025850929940458,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.4764537238507331,1.4606801989886502,0.8318946497517619,0.6287855492368883
l2_0.1_s2_0.01_md_1024_pt_bat_mt_bat_9fe1d9,0.1,0.01,1024,batchtopk,batchtopk,0.08053386211395264,32.0,0.08305036276578903,2.1311072373464413e-07,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.15361453976561548,-0.0003360062837600708,-0.4154900835347152,False,0.007160891797534475,0.8571173008595124,1.849956409061978,0.9521225659995796,0.8978338430623982
l2_0.1_s2_0.1_md_512_pt_bat_mt_jum_8d9de2,0.1,0.1,512,batchtopk,jumprelu,0.08493002504110336,32.0,0.09078163653612137,0.031980615109205246,0.08086986839771271,32.0,0.08339682221412659,0.12042949348688126,450.78118896484375,0.12042949348688126,0.3442625337577275,0.0040601566433906555,5.020604984075245,False,0.2350591700549581,5.0675375600145995e-05,0.764991505320642,0.5354737835742094,0.22951772174643265
l2_0.01_s2_0.1_md_1024_pt_bat_mt_bat_08d6d5,0.01,0.1,1024,batchtopk,batchtopk,0.08064699918031693,32.0,0.08320621401071548,0.003915349021553993,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.554285080369076,-0.00022286921739578247,-0.275589934559713,False,0.013025947997402922,0.8571173008595124,1.8440913528621095,0.9480170266596716,0.8960743262024378
l2_0.0_s2_1.0_md_1024_pt_bat_mt_bat_c9717d,0.0,1.0,1024,batchtopk,batchtopk,0.0807,32.0,0.0832,0.5412,0.0809,32.0,0.0834,0.6192,4.0,0.6192,0.6139663826855041,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.85703251877658,1.8412589939144972,0.9460682882295159,0.8951907056849812
l2_0.0_s2_0.1_md_2048_pt_bat_mt_jum_82aabc,0.0,0.1,2048,batchtopk,jumprelu,0.0807,32.0,0.0832,0.0545,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.2909554577312939,-0.00020000000000000573,-0.2472187886279428,False,0.015773524862082996,0.4764537238507331,1.4606801989886502,0.8318946497517619,0.6287855492368883
l2_0.01_s2_1.0_md_1024_pt_bat_mt_jum_c563fa,0.01,1.0,1024,batchtopk,jumprelu,0.08379321545362473,32.0,0.09487703442573547,0.8465332388877869,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.16660581192138582,0.002923347055912018,3.614877968559549,False,0.1761266527697472,0.5139824775162576,1.3378558247465104,0.7309060863160542,0.6069497384304561
l2_0.001_s2_0.01_md_1024_pt_bat_mt_jum_680f19,0.001,0.01,1024,batchtopk,jumprelu,0.0808,32.0,0.0835,0.1136,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.02175071772695086,-0.00010000000000000286,-0.1236093943139714,False,0.020957551979229386,0.5139102373016742,1.4929526853224449,0.8395027848050416,0.653449900517403
l2_0.1_s2_0.1_md_1024_pt_bat_mt_jum_573a0e,0.1,0.1,1024,batchtopk,jumprelu,0.09906233847141266,32.0,0.13837425410747528,0.36430948972702026,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.10097515260973954,0.01819247007369995,22.495980807376334,False,0.9676821305622922,0.5139824775162576,0.5463003469539653,0.1768172518612727,0.3694830950926926
l2_0.01_s2_0.1_md_2048_pt_bat_mt_jum_e132a8,0.01,0.1,2048,batchtopk,jumprelu,0.08711431920528412,32.0,0.09980911761522293,0.9973940849304199,0.08086986839771271,32.0,0.08339682221412659,0.39769870042800903,19.306316375732422,0.39769870042800903,0.00026093163765513903,0.006244450807571411,7.721603770716692,False,0.34829357184433135,0.47645149094083583,1.1281579190965045,0.5991299469912187,0.5290279721052856
