run_id,lambda2,sigma_sq,meta_dict_size,primary_sae_type,meta_sae_type,joint_l2,joint_l0,joint_loss,joint_decomp,solo_l2,solo_l0,solo_loss,seq_meta_l2,seq_meta_l0,seq_meta_loss,joint_meta_l2_approx,l2_degradation,l2_degradation_pct,arch_combo,is_pareto_joint,norm_joint_l2,norm_seq_meta_l2,composite_score,composite_recon,composite_decomp
l2_0.0_s2_0.1_md_512_pt_jum_mt_jum_4bdae7,0.0,0.1,512,jumprelu,jumprelu,0.009,624.6,0.009,0.857,0.0089,626.2,0.0089,0.3564,29.1,0.3564,0.015431736038435728,9.99999999999994e-05,1.1235955056179707,jum_jum,False,0.08197171733596344,0.4054925309367941,1.3235208136008307,0.7642675571458638,0.5592532564549668
l2_0.001_s2_0.01_md_2048_pt_bat_mt_bat_a77fac,0.001,0.01,2048,batchtopk,batchtopk,0.0808,32.0,0.0833,0.0015,0.0809,32.0,0.0834,0.5123,4.0,0.5123,0.06502290170873973,-0.00010000000000000286,-0.1236093943139714,bat_bat,False,0.8088161227677199,0.6733581477717356,0.8645420250040158,0.33583615839411673,0.5287058666098989
l2_0.001_s2_0.01_md_2048_pt_jum_mt_jum_f60a49,0.001,0.01,2048,jumprelu,jumprelu,0.0088,629.7,0.0088,0.0,0.0089,626.2,0.0089,0.3163,18.3,0.3163,0.23025850929940458,-9.99999999999994e-05,-1.1235955056179707,jum_jum,False,0.07994708110913404,0.33659316445134735,1.2566460833422133,0.7450149925590103,0.5116310907832029
l2_0.01_s2_0.1_md_512_pt_bat_mt_bat_3e1a1b,0.01,0.1,512,batchtopk,batchtopk,0.08058799803256989,32.0,0.08312436193227768,0.0018213939620181918,0.08086986839771271,32.0,0.08339682221412659,0.7024082541465759,4.0,0.7024082541465759,0.6308153157858456,-0.00028187036514282227,-0.34854806954377904,bat_bat,False,0.8066699884506292,1.0,1.1933300115493708,0.43533100808455955,0.7579990034648112
l2_0.01_s2_0.1_md_2048_pt_jum_mt_jum_27f88a,0.01,0.1,2048,jumprelu,jumprelu,0.0022662165574729443,720.538818359375,0.01205144077539444,0.9785224199295044,0.008923318237066269,626.2119140625,0.008923318237066269,0.31627708673477173,18.27880859375,0.31627708673477173,0.002171157985917992,-0.006657101679593325,-74.60343229652638,jum_jum,False,0.013804407829141939,0.33655379513817174,1.3227493873090297,0.7913030530610521,0.5314463342479776
l2_0.001_s2_0.1_md_2048_pt_jum_mt_bat_a0c248,0.001,0.1,2048,jumprelu,batchtopk,0.0087,628.4,0.0087,0.0313,0.0089,626.2,0.0089,0.4309,4.0,0.4309,0.34641371814360294,-0.00020000000000000052,-2.247191011235961,jum_bat,False,0.07893476299571932,0.53349758837235,1.4545628253766307,0.8047949424147014,0.6497678829619291
l2_0.01_s2_0.1_md_512_pt_jum_mt_bat_9d85fb,0.01,0.1,512,jumprelu,batchtopk,0.007806737907230854,640.68212890625,0.007855801843106747,0.00490640290081501,0.008923318237066269,626.2119140625,0.008923318237066269,0.5960721969604492,4.0,0.5960721969604492,0.5317214212421831,-0.0011165803298354149,-12.51306184729902,jum_bat,False,0.06989210903035002,0.8172945891599906,1.7474024801296406,0.8962639004267522,0.8511385797028884
l2_0.001_s2_0.01_md_2048_pt_bat_mt_jum_d9abfa,0.001,0.01,2048,batchtopk,jumprelu,0.0805,32.0,0.0831,0.0,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.23025850929940458,-0.0003999999999999976,-0.49443757725586845,bat_jum,False,0.8057791684274758,0.4764537238507331,0.6706745554232574,0.27889069925598686,0.3917838561672704
l2_0.0_s2_1.0_md_2048_pt_jum_mt_jum_154e73,0.0,1.0,2048,jumprelu,jumprelu,0.009,624.6,0.009,0.7634,0.0089,626.2,0.0089,0.3163,18.3,0.3163,0.26997313867100775,9.99999999999994e-05,1.1235955056179707,jum_jum,False,0.08197171733596344,0.33659316445134735,1.254621447115384,0.7435977472002298,0.5110236999151541
l2_0.001_s2_0.1_md_2048_pt_jum_mt_jum_037eb1,0.001,0.1,2048,jumprelu,jumprelu,0.0083,634.1,0.0084,0.0529,0.0089,626.2,0.0089,0.3163,18.3,0.3163,0.29393519401178836,-0.0005999999999999998,-6.741573033707863,jum_jum,False,0.07488549054206052,0.33659316445134735,1.261707673909287,0.7485581059559617,0.5131495679533249
l2_0.001_s2_1.0_md_512_pt_jum_mt_bat_63feaf,0.001,1.0,512,jumprelu,batchtopk,0.009,625.1,0.0095,0.5211,0.0089,626.2,0.0089,0.5961,4.0,0.5961,0.6518133170669681,9.99999999999994e-05,1.1235955056179707,jum_bat,False,0.08197171733596344,0.8173423600281057,1.7353706426921423,0.8878225058732573,0.847548136818885
l2_0.0_s2_0.01_md_512_pt_bat_mt_jum_79761c,0.0,0.01,512,batchtopk,jumprelu,0.0807,32.0,0.0832,0.0046,0.0809,32.0,0.0834,0.1204,450.8,0.1204,0.05381698975487088,-0.00020000000000000573,-0.2472187886279428,bat_jum,False,0.8078038046543051,0.0,0.19219619534569488,0.1345373367419864,0.05765885860370846
l2_0.0_s2_1.0_md_1024_pt_bat_mt_jum_92778a,0.0,1.0,1024,batchtopk,jumprelu,0.0807,32.0,0.0832,0.9825,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.01765493523872071,-0.00020000000000000573,-0.2472187886279428,bat_jum,False,0.8078038046543051,0.5139102373016742,0.706106432647369,0.28871040793248864,0.41739602471488035
l2_0.01_s2_1.0_md_2048_pt_bat_mt_jum_e6b851,0.01,1.0,2048,batchtopk,jumprelu,0.08262185752391815,32.0,0.09513203054666519,0.9928378462791443,0.08086986839771271,32.0,0.08339682221412659,0.39769870042800903,19.306316375732422,0.39769870042800903,0.007187925069783138,0.0017519891262054443,2.1664300448583353,bat_jum,False,0.8272591164829519,0.47645149094083583,0.6491923744578839,0.2638540657441844,0.3853383087136995
l2_0.01_s2_0.1_md_2048_pt_bat_mt_bat_9f7bcb,0.01,0.1,2048,batchtopk,batchtopk,0.08047648519277573,32.0,0.0831693559885025,0.017832286655902863,0.08086986839771271,32.0,0.08339682221412659,0.5122674107551575,4.0,0.5122674107551575,0.4026744607663103,-0.0003933832049369812,-0.4864397738380733,bat_bat,False,0.8055411237746098,0.6733021532998182,0.8677610295252084,0.3381118593477186,0.5296491701774898
l2_0.01_s2_0.1_md_1024_pt_jum_mt_jum_8e1c58,0.01,0.1,1024,jumprelu,jumprelu,0.0019875438883900642,723.068359375,0.00824763998389244,0.6260095834732056,0.008923318237066269,626.2119140625,0.008923318237066269,0.4018125534057617,18.189373016357422,0.4018125534057617,0.046838959893659236,-0.006935774348676205,-77.72640361369078,jum_jum,True,0.01098335392287973,0.4835198666012206,1.472536512678341,0.8373676122343503,0.6351689004439904
l2_0.0_s2_1.0_md_1024_pt_jum_mt_bat_3ff9ac,0.0,1.0,1024,jumprelu,batchtopk,0.009,624.6,0.009,0.5904,0.0089,626.2,0.0089,0.5245,4.0,0.5245,0.5269550056958743,9.99999999999994e-05,1.1235955056179707,jum_bat,False,0.08197171733596344,0.6943200497947394,1.612348332458776,0.8509158128032475,0.7614325196555285
l2_0.001_s2_1.0_md_1024_pt_bat_mt_jum_d62db6,0.001,1.0,1024,batchtopk,jumprelu,0.0806,32.0,0.0841,0.9902,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.009848336054814406,-0.0002999999999999947,-0.37082818294189707,bat_jum,False,0.8067914865408905,0.5139102373016742,0.7071187507607837,0.2894190306118789,0.4176997201489048
l2_0.1_s2_0.01_md_1024_pt_jum_mt_bat_262465,0.1,0.01,1024,jumprelu,batchtopk,0.009206021204590797,622.895263671875,0.009222295135259628,0.00016273977234959602,0.008923318237066269,626.2119140625,0.008923318237066269,0.5244606733322144,4.0,0.5244606733322144,0.08723358121556297,0.0002827029675245285,3.1681372334141154,jum_bat,False,0.08405730730751124,0.6942524791589186,1.6101951718514074,0.8494356286324176,0.7607595432189896
l2_0.1_s2_1.0_md_512_pt_bat_mt_bat_bc7f39,0.1,1.0,512,batchtopk,batchtopk,0.08358451724052429,32.0,0.12886199355125427,0.4266599118709564,0.08086986839771271,32.0,0.08339682221412659,0.7024082541465759,4.0,0.7024082541465759,0.8517680424143501,0.0027146488428115845,3.3568112531865633,bat_bat,True,0.8370042951647025,1.0,1.1629957048352975,0.4140969933847082,0.7488987114505892
l2_0.0_s2_0.1_md_2048_pt_jum_mt_jum_42e9d7,0.0,0.1,2048,jumprelu,jumprelu,0.009,624.6,0.009,0.08,0.0089,626.2,0.0089,0.3163,18.3,0.3163,0.25257286443082555,9.99999999999994e-05,1.1235955056179707,jum_jum,False,0.08197171733596344,0.33659316445134735,1.254621447115384,0.7435977472002298,0.5110236999151541
l2_0.01_s2_1.0_md_1024_pt_bat_mt_bat_2cd1ef,0.01,1.0,1024,batchtopk,batchtopk,0.08080221712589264,32.0,0.08849523961544037,0.5168215036392212,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.6600577181703647,-6.765127182006836e-05,-0.08365448486618507,bat_bat,False,0.8088385671347282,0.8571173008595124,1.0482787337247843,0.3909481932635439,0.6573305404612402
l2_0.001_s2_0.01_md_2048_pt_jum_mt_bat_45365e,0.001,0.01,2048,jumprelu,batchtopk,0.0089,627.4,0.0089,0.0012,0.0089,626.2,0.0089,0.4309,4.0,0.4309,0.06725433722188183,0.0,0.0,jum_bat,False,0.08095939922254873,0.53349758837235,1.4525381891498013,0.8033776970559209,0.6491604920938803
l2_0.0_s2_0.01_md_1024_pt_jum_mt_bat_9bb594,0.0,0.01,1024,jumprelu,batchtopk,0.009,624.6,0.009,0.0,0.0089,626.2,0.0089,0.5245,4.0,0.5245,0.23025850929940458,9.99999999999994e-05,1.1235955056179707,jum_bat,False,0.08197171733596344,0.6943200497947394,1.612348332458776,0.8509158128032475,0.7614325196555285
l2_0.1_s2_0.01_md_2048_pt_jum_mt_bat_8b0713,0.1,0.01,2048,jumprelu,batchtopk,0.00905328243970871,624.3583984375,0.009163012728095055,0.0010973075404763222,0.008923318237066269,626.2119140625,0.008923318237066269,0.4309370517730713,4.0,0.4309370517730713,0.068148957901454,0.0001299642026424408,1.456455986323416,jum_bat,False,0.08251110512440397,0.5335612503098006,1.4510501451853965,0.8023106015058573,0.6487395436795392
l2_0.1_s2_0.01_md_1024_pt_bat_mt_jum_030b00,0.1,0.01,1024,batchtopk,jumprelu,0.09733303636312485,32.0,0.10343600064516068,0.030617039650678635,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.03486198573678604,0.01646316796541214,20.357604496704955,bat_jum,False,0.976183044569072,0.5139824775162576,0.5377994329471856,0.17086661205652687,0.36693282089065865
l2_0.0_s2_0.1_md_1024_pt_bat_mt_jum_222043,0.0,0.1,1024,batchtopk,jumprelu,0.0807,32.0,0.0832,0.8402,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.017411532024685542,-0.00020000000000000573,-0.2472187886279428,bat_jum,False,0.8078038046543051,0.5139102373016742,0.706106432647369,0.28871040793248864,0.41739602471488035
l2_0.1_s2_0.01_md_512_pt_bat_mt_jum_2970f3,0.1,0.01,512,batchtopk,jumprelu,0.08082344383001328,32.0,0.08339199423789978,0.000430782965850085,0.08086986839771271,32.0,0.08339682221412659,0.12042949348688126,450.78118896484375,0.12042949348688126,0.0774990615420176,-4.642456769943237e-05,-0.05740650828207039,bat_jum,False,0.8090534489054224,5.0675375600145995e-05,0.19099722647017772,0.13367778837888433,0.057319438091293376
l2_0.1_s2_0.1_md_512_pt_jum_mt_bat_c6898a,0.1,0.1,512,jumprelu,batchtopk,0.008053893223404884,637.1279296875,0.008211534470319748,0.0015764152631163597,0.008923318237066269,626.2119140625,0.008923318237066269,0.5960721969604492,4.0,0.5960721969604492,0.6452601830429223,-0.0008694250136613846,-9.743292691836423,jum_bat,False,0.0723941070642471,0.8172945891599906,1.7449004820957437,0.8945125018030242,0.8503879802927192
l2_0.001_s2_0.1_md_2048_pt_bat_mt_jum_0f99e6,0.001,0.1,2048,batchtopk,jumprelu,0.0804,32.0,0.083,0.058,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.28473122684357177,-0.0005000000000000004,-0.6180469715698399,bat_jum,False,0.804766850314061,0.4764537238507331,0.6716868735366721,0.2795993219353772,0.3920875516012948
l2_0.0_s2_1.0_md_2048_pt_bat_mt_jum_22004d,0.0,1.0,2048,batchtopk,jumprelu,0.0807,32.0,0.0832,0.7421,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.2982712740060492,-0.00020000000000000573,-0.2472187886279428,bat_jum,False,0.8078038046543051,0.4764537238507331,0.6686499191964279,0.27747345389720635,0.3911764652992216
l2_0.001_s2_1.0_md_512_pt_bat_mt_jum_bdaf03,0.001,1.0,512,batchtopk,jumprelu,0.0805,32.0,0.0839,0.8871,0.0809,32.0,0.0834,0.1204,450.8,0.1204,0.11979756345559583,-0.0003999999999999976,-0.49443757725586845,bat_jum,False,0.8057791684274758,0.0,0.19422083157252423,0.13595458210076694,0.058266249471757264
l2_0.0_s2_0.1_md_2048_pt_bat_mt_bat_f70e27,0.0,0.1,2048,batchtopk,batchtopk,0.0807,32.0,0.0832,0.0119,0.0809,32.0,0.0834,0.5123,4.0,0.5123,0.44312168788646533,-0.00020000000000000573,-0.2472187886279428,bat_bat,False,0.8078038046543051,0.6733581477717356,0.8655543431174305,0.33654478107350705,0.5290095620439234
l2_0.001_s2_1.0_md_512_pt_bat_mt_bat_ce9c8b,0.001,1.0,512,batchtopk,batchtopk,0.0807,32.0,0.0837,0.4972,0.0809,32.0,0.0834,0.7024,4.0,0.7024,0.6987629193455811,-0.00020000000000000573,-0.2472187886279428,bat_bat,False,0.8078038046543051,0.9999858178187043,1.1921820131643992,0.43453308208759767,0.7576489310768014
l2_0.001_s2_0.1_md_1024_pt_bat_mt_bat_e30d21,0.001,0.1,1024,batchtopk,batchtopk,0.0805,32.0,0.083,0.0041,0.0809,32.0,0.0834,0.6192,4.0,0.6192,0.5496768305271875,-0.0003999999999999976,-0.49443757725586845,bat_bat,False,0.8057791684274758,0.85703251877658,1.0512533503491044,0.39306433773374094,0.6581890126153633
l2_0.01_s2_0.01_md_2048_pt_jum_mt_jum_02dd05,0.01,0.01,2048,jumprelu,jumprelu,0.008964445441961288,626.418701171875,0.00896445382386446,8.415876209255657e-07,0.008923318237066269,626.2119140625,0.008923318237066269,0.31627708673477173,18.27880859375,0.31627708673477173,0.1398797570404742,4.112720489501953e-05,0.46089586634019875,jum_jum,False,0.08161179210479302,0.33655379513817174,1.2549420030333787,0.7438378840680964,0.5111041189652823
l2_0.0_s2_0.01_md_2048_pt_bat_mt_jum_8e04f1,0.0,0.01,2048,batchtopk,jumprelu,0.0807,32.0,0.0832,0.0,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.23025850929940458,-0.00020000000000000573,-0.2472187886279428,bat_jum,False,0.8078038046543051,0.4764537238507331,0.6686499191964279,0.27747345389720635,0.3911764652992216
l2_0.01_s2_1.0_md_512_pt_jum_mt_jum_13e453,0.01,1.0,512,jumprelu,jumprelu,0.004727459978312254,687.167724609375,0.010205650702118874,0.5478190779685974,0.008923318237066269,626.2119140625,0.008923318237066269,0.35641220211982727,29.060955047607422,0.35641220211982727,0.6018101962378699,-0.004195858258754015,-47.0212778170903,jum_jum,True,0.038720020793525926,0.40551349648108037,1.3667934756875546,0.794550034388856,0.5722434412986985
l2_0.0_s2_0.1_md_512_pt_jum_mt_bat_9444cc,0.0,0.1,512,jumprelu,batchtopk,0.009,624.6,0.009,0.0078,0.0089,626.2,0.0089,0.5961,4.0,0.5961,0.48536315452865914,9.99999999999994e-05,1.1235955056179707,jum_bat,False,0.08197171733596344,0.8173423600281057,1.7353706426921423,0.8878225058732573,0.847548136818885
l2_0.01_s2_0.1_md_2048_pt_jum_mt_bat_6952d8,0.01,0.1,2048,jumprelu,batchtopk,0.008273782208561897,635.10546875,0.008482933044433594,0.020915120840072632,0.008923318237066269,626.2119140625,0.008923318237066269,0.4309370517730713,4.0,0.4309370517730713,0.38672828964296657,-0.0006495360285043716,-7.279086223847604,jum_bat,False,0.07462008309039532,0.5335612503098006,1.4589411672194053,0.8078343169296633,0.6511068502897418
l2_0.001_s2_0.1_md_1024_pt_jum_mt_bat_c843a4,0.001,0.1,1024,jumprelu,batchtopk,0.009,626.8,0.009,0.0136,0.0089,626.2,0.0089,0.5245,4.0,0.5245,0.42976854862401304,9.99999999999994e-05,1.1235955056179707,jum_bat,False,0.08197171733596344,0.6943200497947394,1.612348332458776,0.8509158128032475,0.7614325196555285
l2_0.1_s2_0.01_md_1024_pt_bat_mt_bat_9fe1d9,0.1,0.01,1024,batchtopk,batchtopk,0.08053386211395264,32.0,0.08305036276578903,2.1311072373464413e-07,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.15361453976561548,-0.0003360062837600708,-0.4154900835347152,bat_bat,False,0.8061219607406034,0.8571173008595124,1.050995340118909,0.3928498177394313,0.6581455223794777
l2_0.0_s2_0.01_md_2048_pt_jum_mt_jum_d21f46,0.0,0.01,2048,jumprelu,jumprelu,0.009,624.6,0.009,0.0,0.0089,626.2,0.0089,0.3163,18.3,0.3163,0.23025850929940458,9.99999999999994e-05,1.1235955056179707,jum_jum,False,0.08197171733596344,0.33659316445134735,1.254621447115384,0.7435977472002298,0.5110236999151541
l2_0.001_s2_0.01_md_512_pt_jum_mt_bat_7816e5,0.001,0.01,512,jumprelu,batchtopk,0.009,624.7,0.009,0.0,0.0089,626.2,0.0089,0.5961,4.0,0.5961,0.23025850929940458,9.99999999999994e-05,1.1235955056179707,jum_bat,False,0.08197171733596344,0.8173423600281057,1.7353706426921423,0.8878225058732573,0.847548136818885
l2_0.1_s2_0.1_md_512_pt_bat_mt_jum_8d9de2,0.1,0.1,512,batchtopk,jumprelu,0.08493002504110336,32.0,0.09078163653612137,0.031980615109205246,0.08086986839771271,32.0,0.08339682221412659,0.12042949348688126,450.78118896484375,0.12042949348688126,0.3442625337577275,0.0040601566433906555,5.020604984075245,bat_jum,False,0.8506251143473722,5.0675375600145995e-05,0.14942556102822793,0.1045776225695195,0.04484793845870844
l2_0.01_s2_0.1_md_1024_pt_bat_mt_bat_08d6d5,0.01,0.1,1024,batchtopk,batchtopk,0.08064699918031693,32.0,0.08320621401071548,0.003915349021553993,0.08086986839771271,32.0,0.08339682221412659,0.6192493438720703,4.0,0.6192493438720703,0.554285080369076,-0.00022286921739578247,-0.275589934559713,bat_bat,False,0.8072672677563951,0.8571173008595124,1.0498500331031173,0.3920481028283771,0.6578019302747401
l2_0.01_s2_0.01_md_1024_pt_jum_mt_bat_d0cf35,0.01,0.01,1024,jumprelu,batchtopk,0.00929518323391676,621.50732421875,0.009295996278524399,8.129958587232977e-05,0.008923318237066269,626.2119140625,0.008923318237066269,0.5244606733322144,4.0,0.5244606733322144,0.09417369635244764,0.00037186499685049057,4.167339850167096,jum_bat,False,0.08495991068066609,0.6942524791589186,1.6092925684782524,0.8488038062712092,0.7604887622070432
l2_0.001_s2_0.01_md_1024_pt_jum_mt_jum_c39cd8,0.001,0.01,1024,jumprelu,jumprelu,0.0085,632.1,0.0086,0.0452,0.0089,626.2,0.0089,0.4018,18.2,0.4018,0.030966581921439515,-0.0003999999999999993,-4.494382022471902,jum_jum,False,0.07691012676888993,0.48349829748141465,1.4065881707125247,0.7912124005062013,0.6153757702063232
l2_0.0_s2_1.0_md_1024_pt_bat_mt_bat_c9717d,0.0,1.0,1024,batchtopk,batchtopk,0.0807,32.0,0.0832,0.5412,0.0809,32.0,0.0834,0.6192,4.0,0.6192,0.6139663826855041,-0.00020000000000000573,-0.2472187886279428,bat_bat,False,0.8078038046543051,0.85703251877658,1.049228714122275,0.3916470923749604,0.6575816217473145
l2_0.0_s2_0.1_md_2048_pt_bat_mt_jum_82aabc,0.0,0.1,2048,batchtopk,jumprelu,0.0807,32.0,0.0832,0.0545,0.0809,32.0,0.0834,0.3977,19.3,0.3977,0.2909554577312939,-0.00020000000000000573,-0.2472187886279428,bat_jum,False,0.8078038046543051,0.4764537238507331,0.6686499191964279,0.27747345389720635,0.3911764652992216
l2_0.01_s2_1.0_md_1024_pt_bat_mt_jum_c563fa,0.01,1.0,1024,batchtopk,jumprelu,0.08379321545362473,32.0,0.09487703442573547,0.8465332388877869,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.16660581192138582,0.002923347055912018,3.614877968559549,bat_jum,False,0.839116984978291,0.5139824775162576,0.6748654925379666,0.2668128537700736,0.408052638767893
l2_0.001_s2_0.01_md_1024_pt_bat_mt_jum_680f19,0.001,0.01,1024,batchtopk,jumprelu,0.0808,32.0,0.0835,0.1136,0.0809,32.0,0.0834,0.4195,35.8,0.4195,0.02175071772695086,-0.00010000000000000286,-0.1236093943139714,bat_jum,False,0.8088161227677199,0.5139102373016742,0.7050941145339543,0.28800178525309833,0.41709232928085593
l2_0.1_s2_0.01_md_512_pt_jum_mt_bat_9ab6ea,0.1,0.01,512,jumprelu,batchtopk,0.009072819724678993,624.55517578125,0.009072819724678993,3.936694303874333e-10,0.008923318237066269,626.2119140625,0.008923318237066269,0.5960721969604492,4.0,0.5960721969604492,0.21655509567964754,0.0001495014876127243,1.6754023967420006,jum_bat,False,0.0827088845990276,0.8172945891599906,1.734585704560963,0.8872921575286778,0.8472935470322851
l2_0.1_s2_0.1_md_1024_pt_bat_mt_jum_573a0e,0.1,0.1,1024,batchtopk,jumprelu,0.09906233847141266,32.0,0.13837425410747528,0.36430948972702026,0.08086986839771271,32.0,0.08339682221412659,0.4195420444011688,35.80712890625,0.4195420444011688,0.10097515260973954,0.01819247007369995,22.495980807376334,bat_jum,False,0.9936890830469319,0.5139824775162576,0.5202933944693257,0.15861238512202494,0.3616810093473007
l2_0.01_s2_0.1_md_2048_pt_bat_mt_jum_e132a8,0.01,0.1,2048,batchtopk,jumprelu,0.08711431920528412,32.0,0.09980911761522293,0.9973940849304199,0.08086986839771271,32.0,0.08339682221412659,0.39769870042800903,19.306316375732422,0.39769870042800903,0.00026093163765513903,0.006244450807571411,7.721603770716692,bat_jum,False,0.8727371198216343,0.47645149094083583,0.6037143711192016,0.23201946340710675,0.3716949077120948
