run_id,lambda2,sigma_sq,meta_dict_size,primary_sae_type,meta_sae_type,joint_l2,joint_l0,joint_loss,joint_decomp,solo_l2,solo_l0,solo_loss,seq_meta_l2,seq_meta_l0,seq_meta_loss,joint_meta_l2_approx,l2_degradation,l2_degradation_pct,arch_combo,is_pareto_joint
l2_0.1_s2_0.1_md_512_pt_jum_mt_jum_363515,0.1,0.1,512,jumprelu,jumprelu,0.002494349842891097,722.46044921875,0.002888064133003354,0.003937141969799995,0.008923318237066269,626.2119140625,0.008923318237066269,0.35641220211982727,29.060955047607422,0.35641220211982727,0.5537300207269378,-0.006428968394175172,-72.04683530696124,jum_jum,True
l2_0.01_s2_1.0_md_1024_pt_jum_mt_bat_c789e1,0.01,1.0,1024,jumprelu,batchtopk,0.00595317967236042,668.429931640625,0.010312316939234734,0.4359137713909149,0.008923318237066269,626.2119140625,0.008923318237066269,0.5244606733322144,4.0,0.5244606733322144,0.8303108272317574,-0.0029701385647058487,-33.28513548209332,jum_bat,True
l2_0.1_s2_0.1_md_1024_pt_jum_mt_jum_7b24ac,0.1,0.1,1024,jumprelu,jumprelu,0.0009025732870213687,745.266845703125,0.07533805817365646,0.7443548440933228,0.008923318237066269,626.2119140625,0.008923318237066269,0.4018125534057617,18.189373016357422,0.4018125534057617,0.029523741686359746,-0.0080207449500449,-89.8852280839632,jum_jum,True
l2_0.01_s2_1.0_md_512_pt_jum_mt_bat_418514,0.01,1.0,512,jumprelu,batchtopk,0.006513412110507488,659.88623046875,0.010826479643583298,0.4313068091869354,0.008923318237066269,626.2119140625,0.008923318237066269,0.5960721969604492,4.0,0.5960721969604492,0.8409355878644266,-0.0024099061265587807,-27.006838291929938,jum_bat,True
l2_0.01_s2_0.1_md_1024_pt_jum_mt_jum_8e1c58,0.01,0.1,1024,jumprelu,jumprelu,0.0019875438883900642,723.068359375,0.00824763998389244,0.6260095834732056,0.008923318237066269,626.2119140625,0.008923318237066269,0.4018125534057617,18.189373016357422,0.4018125534057617,0.046838959893659236,-0.006935774348676205,-77.72640361369078,jum_jum,True
l2_0.1_s2_1.0_md_512_pt_bat_mt_bat_bc7f39,0.1,1.0,512,batchtopk,batchtopk,0.08358451724052429,32.0,0.12886199355125427,0.4266599118709564,0.08086986839771271,32.0,0.08339682221412659,0.7024082541465759,4.0,0.7024082541465759,0.8517680424143501,0.0027146488428115845,3.3568112531865633,bat_bat,True
l2_0.01_s2_1.0_md_512_pt_jum_mt_jum_13e453,0.01,1.0,512,jumprelu,jumprelu,0.004727459978312254,687.167724609375,0.010205650702118874,0.5478190779685974,0.008923318237066269,626.2119140625,0.008923318237066269,0.35641220211982727,29.060955047607422,0.35641220211982727,0.6018101962378699,-0.004195858258754015,-47.0212778170903,jum_jum,True
